,nose_scaled_x,nose_scaled_y,nose_score,left_eye_scaled_x,left_eye_scaled_y,left_eye_score,right_eye_scaled_x,right_eye_scaled_y,right_eye_score,left_ear_scaled_x,left_ear_scaled_y,left_ear_score,right_ear_scaled_x,right_ear_scaled_y,right_ear_score,left_shoulder_scaled_x,left_shoulder_scaled_y,left_shoulder_score,right_shoulder_scaled_x,right_shoulder_scaled_y,right_shoulder_score,left_elbow_scaled_x,left_elbow_scaled_y,left_elbow_score,right_elbow_scaled_x,right_elbow_scaled_y,right_elbow_score,left_wrist_scaled_x,left_wrist_scaled_y,left_wrist_score,right_wrist_scaled_x,right_wrist_scaled_y,right_wrist_score,left_hip_scaled_x,left_hip_scaled_y,left_hip_score,right_hip_scaled_x,right_hip_scaled_y,right_hip_score,left_knee_scaled_x,left_knee_scaled_y,left_knee_score,right_knee_scaled_x,right_knee_scaled_y,right_knee_score,left_ankle_scaled_x,left_ankle_scaled_y,left_ankle_score,right_ankle_scaled_x,right_ankle_scaled_y,right_ankle_score,pose
./dataset-for-classification/virabhadrasana-i/5a8f06c7c2a054a12916ba4849c0ad88170d04d6e7d76f79137c0e065c24ee21.png,0.1454545,0.23119016,1.2843636,0.105050474,0.23119016,1.050623,0.098989874,0.25307798,2.0686088,0.111111075,0.3392613,1.1421379,0.121212095,0.3378933,1.6441913,0.33939394,0.25991797,0.7219202,0.22222224,0.4404925,1.0319202,0.1838384,0.11080712,0.8303281,0.12727281,0.63748294,1.900955,0.03434345,0.0,0.9592008,0.0,0.7989057,0.93003654,0.5858587,0.6771546,0.33207953,0.54747486,0.6949385,0.2825476,0.9555557,0.7236662,0.6448645,0.9555557,0.7236662,1.1906589,1.0,0.99726415,0.42246002,0.99798,1.0,0.5386,75
./dataset-for-classification/utkatasana/9aa8c9d14d8b7e0dd9a1388e885c0851da8647d99ac2750e63285831834c31af.png,0.6836519,0.2739726,0.70177305,0.69426763,0.24086756,0.40727878,0.6645436,0.23630136,0.7590076,0.5498939,0.23401827,0.90341896,0.57324845,0.23515981,1.6259531,0.5053079,0.33561644,0.29643983,0.46284503,0.3219178,0.33587417,0.7813165,0.18378994,0.44746545,0.7961786,0.1917808,1.2122855,0.9787686,0.0034246743,0.3052081,1.0,0.0,0.48686495,0.0,0.68150675,0.09530879,0.059447944,0.696347,0.18554033,0.6199576,0.74200916,0.28609005,0.62845016,0.7431507,0.82474715,0.35244167,0.9977169,0.2804891,0.35244167,1.0,0.52884895,65
./dataset-for-classification/viparita-karani/cc4cc7200d985c69064b63bd60938f1bcf6b026a798ce7692d76b6753ec78ac1.png,0.15281501,0.2988855,0.07579257,1.0000001,0.99999994,0.18424834,0.08579091,0.29989868,0.32529488,0.18230563,0.5035461,0.04953138,0.16890079,0.30395135,0.06583073,0.0026809722,0.90881455,0.027558204,0.10723861,0.0,0.071226396,0.005361937,0.95440733,0.05970063,0.29222518,0.28571427,0.08861242,1.0000001,0.99999994,0.07426241,0.24932978,0.0,0.11563068,0.30563003,0.7213779,0.08858896,0.40482575,0.71428573,0.028058713,0.04021447,0.29078013,0.14589983,0.0,0.26747718,0.14393526,0.35924935,0.6808511,0.04200511,0.18230563,0.7446808,0.042527806,74
./dataset-for-classification/tolasana/63cb69b6b557faee268ce52c38d66065f134397af7ba83e88ad3c4d36698ff2d.png,0.5364486,0.04596272,2.291105,0.6,0.0024844706,3.0106633,0.46542057,0.0,3.0344563,0.671028,0.04099381,1.4281126,0.35700932,0.026086956,1.2003824,0.80560744,0.2745342,0.45113853,0.22056073,0.268323,0.45505765,0.91214955,0.62236035,0.2983679,0.09906542,0.6298138,0.41004837,0.8971962,0.6285715,0.33389404,0.0,0.97639763,0.4113833,0.7084111,0.6968945,0.16354522,0.34953275,0.6931678,0.19842757,0.8897196,0.7652174,0.08417471,0.22803736,0.83726716,0.06697783,1.0000001,1.0000001,0.099555686,0.0,0.96273303,0.23610137,59
./dataset-for-classification/vajrasana/2a2ebee110028b9d509637d2544115f16455c22ede7c8900400712840203a551.png,0.43155888,0.03578949,1.0170803,0.43916348,0.0,3.072519,0.3612167,0.0,2.7878098,0.4657795,0.024210528,0.18844754,0.14258558,0.038947374,1.114333,0.49049434,0.27578944,0.45793375,0.0,0.27684206,0.2534624,0.690114,0.5463157,0.4637685,0.23003808,0.6115789,0.6361788,0.92205334,0.78421044,0.61449766,0.661597,0.8273683,0.630938,0.5133079,0.7652631,0.119982556,0.15209126,0.8010525,0.09794357,0.97528505,0.99789464,0.047723725,0.9999999,0.9999999,0.039796475,0.20722434,0.98842096,0.026365574,0.030418277,0.9957894,0.116198815,72
./dataset-for-classification/baddha-konasana/f4c4b205356fbde288417127ed0264e2a2af2d2f20d9a6f335c3b17e9f5cd618.png,0.5239948,0.03815028,1.5174621,0.5706873,0.0,5.507356,0.48249027,0.0,7.304341,0.6290531,0.04046242,2.4972374,0.4267185,0.04161848,3.6936314,0.7185473,0.2901734,0.48284444,0.32036313,0.29364163,0.63979745,0.8300907,0.59768784,0.79425406,0.2166018,0.57572246,0.7190092,0.82879364,0.8069364,0.7538511,0.20492865,0.8254335,0.7612206,0.6640725,0.8289017,0.43270388,0.386511,0.8289017,0.3809418,0.99999994,0.7815028,0.53470176,0.0,0.766474,0.6355745,0.6472113,0.99999994,0.22489044,0.39169908,0.99884397,0.19448824,10
./dataset-for-classification/phalakasana/45ef0c316725ce62ec48327343a53cdd7bae479cf8e214311f6c0563071b69f4.png,0.02347827,0.07645261,1.5310138,0.028695658,0.0,0.79470885,0.02347827,0.0061162114,0.5160206,0.08086959,0.0091742575,1.3919679,0.08347828,0.0091742575,0.47549325,0.17217395,0.30886853,0.29920387,0.20173913,0.204893,0.11171767,0.16260871,1.0,0.5092502,0.18347827,0.938838,0.15019318,0.0,0.9877676,0.35410032,0.04086958,0.92660546,0.37451068,0.47826093,0.5474007,0.19692308,0.44086966,0.42507637,0.061175603,0.7504349,0.7064221,0.24321742,0.78521746,0.63302755,0.31718394,1.0,0.7522936,0.21135116,0.99826086,0.73088694,0.18167107,43
./dataset-for-classification/ardha-matsyendrasana/9177ee05657f8af83b9d7ed3733ba8ede353ed347f507cd07cf4bab1a3fa9bcb.png,0.66231644,0.042993635,3.066651,0.680261,0.001592353,2.3444161,0.6068516,0.0,2.3039477,0.6949429,0.02707006,0.5154645,0.47634584,0.044586003,2.3073144,0.78466564,0.27229297,0.37040645,0.37520397,0.32165605,0.5099653,0.90048933,0.6098726,1.150645,0.15823819,0.6098726,0.7383478,1.0,0.8964968,1.0929426,0.0,0.83121014,0.44206342,0.6411093,0.89808905,0.1349011,0.4290375,0.8678343,0.1682392,0.32789558,0.5541401,0.30180928,0.022838503,0.8964968,0.45088816,0.38009787,1.0,0.19229415,0.37846655,0.99203825,0.30226392,6
./dataset-for-classification/bharadvajasana-i/80723b27e7ecf6447575eb52b4eb1b980747ff47247ce4e9a68d149fe16eed2e.png,0.9380342,0.023732483,1.1960888,0.89316225,0.0,0.8351198,0.886752,0.0010787547,1.4370648,0.73290586,0.061488688,0.8438032,0.7393162,0.061488688,1.3613522,0.8376068,0.21574973,0.48627198,0.3952991,0.32686085,0.3272966,0.886752,0.6116505,0.14512397,0.9465811,0.67098165,0.25155884,0.1730769,0.69363534,0.24509661,0.17948717,0.7001079,0.27252567,0.0,0.99352765,0.054385345,0.16452989,0.80043155,0.087118335,1.0,0.9147788,0.13270016,0.0,1.0,0.121125884,0.16452989,0.69147784,0.16188438,0.20085469,0.7119741,0.3270978,13
./dataset-for-classification/viparita-karani/eeb783a575232f0a66428f27462ec7198b7d22642d244e22739eedf786252c6b.png,0.13843647,0.63762224,0.12132787,0.9267101,0.8672639,0.24579163,0.094462544,0.34201956,0.16331822,0.87947893,1.0,0.056438666,0.0,0.21172638,0.30475715,1.0,1.0,0.06459201,1.0,1.0,0.04565092,1.0,1.0,0.06245381,0.5814332,0.9478828,0.08346394,0.77850175,0.91938114,0.09516549,0.7817589,0.9226384,0.09564772,1.0,1.0,0.039137464,1.0,1.0,0.031819116,0.06514658,0.0,0.114227176,0.6026058,0.74918574,0.1566598,0.7736156,0.91205215,0.052178472,0.6205212,0.9324105,0.039714828,74
./dataset-for-classification/salamba-bhujangasana/f67ce16ef798e518fae9c79032fe88a5da61791ff6ab4c68be00f5eb38a3a303.png,0.031700283,0.07317072,0.27981675,0.0393852,0.021341473,0.47690445,0.034582138,0.006097555,0.40793693,0.083573475,0.03963414,0.26766753,0.14793469,0.0,0.35505483,0.17483188,0.304878,0.41383004,0.20557155,0.12195119,0.37741336,0.06724304,0.89024395,0.52694947,0.18924113,0.59146345,0.13168454,0.0,0.63719505,1.3358891,0.01921229,0.63719505,0.8982762,0.40730065,0.6402438,0.23606166,0.47550428,0.4512195,0.09832571,0.70989424,0.9237805,0.41322908,0.7060518,0.6859756,0.59231097,0.99999994,0.99999994,0.31056064,0.93467814,0.70731705,0.5653465,47
./dataset-for-classification/purvottanasana/51066ed740a93c9d140394145c5a659e89c05bfe75a6e9f2aa8488581bb43709.png,0.076517165,0.20955881,0.27677047,0.07475814,0.17095587,0.35622492,0.06420405,0.16544116,0.20693289,0.076517165,0.15073526,0.2407154,0.07563765,0.12500001,0.07309896,0.10729992,0.060661763,0.24898773,0.22691296,0.0,0.1110943,0.07299913,0.48713237,0.62307876,0.24538259,0.43198532,0.829915,0.0,0.81433827,0.5944683,0.24010557,0.7297794,0.64798504,0.4573439,0.16544116,0.16019294,0.47845212,0.09191178,0.09943316,0.76341254,0.49264705,0.81237304,0.76341254,0.49448532,0.6621306,1.0000001,0.913603,0.27640027,0.8900616,0.99999994,0.18012063,45
./dataset-for-classification/camatkarasana/7ef5cc013c6048c60ca4fecaadb280a3f49b8eeea7998992dd4a4dd227698e57.png,0.28399128,0.26814517,0.7430951,0.2642544,0.27419358,0.37190813,0.27850878,0.31250003,0.5084864,0.32127196,0.3870968,0.4156285,0.3300439,0.37903228,0.8053824,0.4671052,0.0,0.1097723,0.4364035,0.33064514,0.3199416,0.15899123,0.08467743,0.7986736,0.40789473,0.703629,1.0713472,0.0,0.2298387,1.7512492,0.38486838,1.0,0.4804587,0.75438595,0.044354826,0.124282226,0.78070176,0.044354826,0.046098515,1.0,0.37500003,0.42400756,0.9923246,0.3951613,0.19553876,0.8848684,0.7620969,0.60460293,0.8826754,0.77419364,0.41572532,17
./dataset-for-classification/supta-padangusthasana/8ed4d0b0e6e88d0eef40f7ac3792ee68a9dd882043f8e47dffd4881a35f0f7d0.png,0.057324845,0.5905632,0.75334173,0.0,0.5844749,0.6758821,0.0,0.607306,0.9809505,0.055732485,0.70928466,0.45475614,0.07484076,0.7077626,1.3929322,0.2468153,0.54337907,0.6918033,0.21337582,0.76864535,0.79655015,0.23726115,0.37899545,1.0099328,0.41401273,0.87671244,1.8051314,0.1401274,0.17656013,1.176358,0.611465,1.0,1.4188734,0.64012736,0.6225267,0.29216737,0.6242038,0.6499239,0.19589116,0.99999994,0.7108067,0.8907014,0.4570064,0.32115677,0.916876,0.26751593,0.0045662075,0.36750817,0.26273885,0.0,0.28371733,55
./dataset-for-classification/balasana/6d66123848070c806bc9c65c060e3bca166482c8625c63f231e3f52e8f692b9d.png,0.8810127,0.8806367,0.201207,0.9417722,0.92838204,0.8412489,0.9443039,0.9257294,0.44257462,0.9949368,0.6498673,1.0967885,1.0000001,0.6498673,1.3503647,0.7316457,0.6923077,0.085923724,0.75822794,0.6657826,0.18010402,0.37215197,0.9363396,0.3104199,0.3683545,0.93103456,0.5478225,0.0227848,1.0,0.31744435,0.021518975,1.0,0.35634705,0.64177215,0.0,0.033010487,0.10759494,0.0132626,0.0871647,0.24430376,0.8355439,0.0838765,0.6126583,0.9336871,0.16992672,0.0,0.81167114,0.118639484,0.0,0.83289135,0.046418596,12
./dataset-for-classification/vasisthasana/bfa58407228f09280edfc20cb2d284b2485cf405a06ab956d41b95ba27c99a9b.png,0.9645854,0.23916084,1.4572678,0.99440837,0.25454548,0.9882153,0.98695254,0.20979023,0.8798266,1.0,0.35104892,0.9616963,0.9683132,0.20559444,0.3214245,0.89562,0.48671335,0.44149873,0.85181737,0.20139861,0.39753512,0.88909614,0.7650349,1.2089733,0.8424977,0.093706295,0.19510305,0.8872322,1.0,0.6295965,0.8471576,0.0,0.36397123,0.5917987,0.60839164,0.3688247,0.54799634,0.4,0.26053846,0.53215283,0.98741263,0.6441212,0.25535882,0.41398606,0.45155495,0.0,0.42517486,0.53905356,0.0018639416,0.42657346,1.0919443,73
./dataset-for-classification/uttana-shishosana/3331e84539a2364c284c7177bbc6aa47a00dc2d6cd7272b24721331b4b6fbdfc.png,0.33906397,0.84856397,0.24041434,0.33715373,0.8172325,0.16874275,0.33619863,0.8276762,0.2950918,0.27889204,0.6788511,1.0318971,0.28080228,0.6788511,0.95430213,0.35530084,0.6736292,0.081662305,0.739255,0.015665792,0.09747017,0.15472779,0.89556134,0.22140664,0.7163323,0.86945164,0.35612032,0.0,0.8015666,0.2501985,0.0,0.7963447,0.32524166,0.0,0.9999999,0.05522059,0.0,0.9999999,0.054398306,0.7163323,0.8903395,0.18551941,0.73829985,0.0,0.30722627,1.0,0.8146215,0.22228615,0.93982804,0.69712794,0.2899774,66
./dataset-for-classification/camatkarasana/2bd5faabdfbedd6cc1441ae596d88ebb58ed47f3f7979472b48f9180cec67e5c.png,0.20367278,0.34164217,0.28916344,0.20283805,0.33870962,0.71474355,0.2178631,0.33284453,0.24581535,0.21702836,0.35777122,0.36160415,0.21535896,0.3607038,0.23047534,0.6919866,0.07771261,0.054265447,0.36310518,0.25953078,0.15383911,0.11018364,0.24340174,0.69266444,0.360601,0.29178882,0.3896058,0.0,0.40615833,0.60977155,0.2921536,0.9472142,0.18504013,0.4265442,0.0029325485,0.07825351,0.43823034,0.0,0.05211901,0.88313854,0.5410557,0.3338208,0.35642737,0.29178882,0.8425078,1.0000001,1.0,0.19019237,1.0000001,1.0,0.19816028,17
./dataset-for-classification/garudasana/9b35b4dcdeef2f6e62d54353c0e2a5189836e71437ddb57cfd8fc0929b88b408.png,0.43870974,0.018914469,2.6711628,0.59032273,0.0,2.8886697,0.351613,0.0024671033,2.2839656,0.8225808,0.055921055,1.3773879,0.24516134,0.040296048,0.3925014,1.0,0.2162829,0.22320709,0.14193548,0.22944078,0.107375,0.11290322,0.3379934,0.28881955,0.054838702,0.34375,0.18619819,0.26774198,0.20970392,0.63507605,0.0,0.117598675,0.4136769,0.9677421,0.6052631,0.2639048,0.30645162,0.61513156,0.19275644,0.66774195,0.78947365,0.1065487,0.68709683,0.787829,0.33817524,0.8258066,1.0,0.19795209,0.8322582,1.0,0.23050363,27
./dataset-for-classification/tolasana/aff5d31c68af16f073a3504041ddb654ac78f916c0108041048f44e2269762f0.png,0.48837212,0.0688259,1.9792345,0.57142866,0.033738196,1.106677,0.45681062,0.017543837,2.359975,0.70764124,0.05937922,2.090685,0.41860464,0.0,0.57170635,0.82558143,0.2483131,0.26795244,0.2890366,0.20242912,0.30891013,0.9401994,0.6194332,0.38100114,0.11960134,0.6396761,0.591648,0.5332227,0.77867746,0.6049027,0.0,0.99999994,0.74115103,0.6910299,0.70715255,0.24865349,0.3571429,0.70445347,0.31221488,1.0,0.705803,0.29970753,0.07308972,0.7354926,0.32067505,0.52823925,0.7894737,0.1871692,0.5813954,0.86909574,0.096738,59
./dataset-for-classification/urdhva-dhanurasana/c0a69aa4ef989f89a258832cb688827582a5df96f0fce7063a78ff946e056637.png,0.20353158,0.4318182,0.44365945,0.20817842,0.4431818,0.3799264,0.38011152,0.47240263,0.20187175,0.24256504,0.40097404,0.46201116,0.24535315,0.39285713,0.3837133,0.3977695,0.0,0.118822604,0.3540892,0.12499997,0.06770919,0.090148695,0.43344158,0.60361195,0.089219324,0.4383117,0.79178536,0.0,0.7808443,0.5504971,0.0,0.7808443,0.5588313,0.6607806,0.012987003,0.07745238,0.62360585,0.084415585,0.063715436,0.97676575,0.4318182,0.23966104,0.99999994,0.45129865,0.47129464,0.7862453,0.86688316,0.478395,0.8475836,1.0,0.5211754,61
./dataset-for-classification/vasisthasana/045f2c30afc0b5c64e4617a54ea683e499bee6c48fa253eaf60ed539cd08cf43.png,0.034626037,0.4269663,1.5465364,0.01246538,0.41853935,2.1976829,0.0,0.45084274,1.1517482,0.015235469,0.54073036,1.261851,0.031855956,0.54073036,2.4720027,0.17728534,0.39606744,0.75057864,0.1495845,0.6460674,1.4097097,0.5872576,0.23735957,1.0036118,0.094182834,0.8230338,1.7059269,0.36426592,0.0014044866,1.4291284,0.036011085,1.0000001,1.4755594,0.54847646,0.5252809,0.19513175,0.61218834,0.5772472,0.2413874,0.5858726,0.23735957,0.83321446,0.7077562,0.7654496,0.36470887,0.36565095,0.0,0.13156113,1.0,0.9676967,0.1646663,73
./dataset-for-classification/anjaneyasana/0397eb2f66f3c13c51fe833a7e9eb46f72e079ad4c1369d11052273d918c35a9.png,1.0,0.25655025,2.1607656,0.7283531,0.23689955,0.4492643,0.9609508,0.23799127,1.8223221,0.7809847,0.24344978,0.17054056,0.7368421,0.25982535,0.15020233,0.9083192,0.4039302,0.11931527,0.78947365,0.4224891,0.4372943,0.7758914,0.18777293,0.545601,0.6146011,0.5709607,0.83658314,0.5229202,0.0,0.57325053,0.77249575,0.70960706,0.78620005,0.98981327,0.7652838,0.12309608,0.91001695,0.7423581,0.09783002,0.5534805,0.9847162,0.15144719,0.61629885,0.5720524,0.118888244,0.0186757,0.9989083,0.2242985,0.0,1.0,0.19499688,4
./dataset-for-classification/marjaryasana/c3ad8aad51ea1d95daae91ed977371a36e4877b2ca188c50d269a23bebf81f53.png,0.76775956,0.3023256,0.49949488,0.77732253,0.2979651,0.51728153,0.79234976,0.29505816,0.5122656,0.8196723,0.21656981,0.5307541,0.81693995,0.21802327,0.6772817,0.7199454,0.0,0.019197209,0.7090164,0.0029069781,0.13124003,0.9672132,0.61337215,0.61273456,0.6775956,0.66569775,0.6401697,1.0,1.0,0.25111583,0.6516394,1.0,0.4322702,0.5969945,0.25726748,0.029315665,0.38661206,0.28343025,0.13641873,0.4057377,0.93895364,0.11629525,0.40437162,0.94186044,0.13719375,0.017759547,0.78924423,0.2655338,0.0,0.78633726,0.24317735,33
./dataset-for-classification/bitilasana/e39c2bb68b3fe204c3f1cf7282ba4e0ab6e95d579adb4487b2b1a906f28c8316.png,1.0,0.03656599,0.6263775,0.95687073,0.0,0.6398494,0.9468406,0.0015898198,1.4896134,0.86258787,0.049284577,0.8283448,0.8676029,0.049284577,0.96358216,0.82347053,0.20349766,0.085408844,0.75927794,0.19872819,0.45287535,0.7943832,0.6677267,0.4297913,0.7923772,0.6629572,0.6546302,0.8214645,0.97774255,0.29169592,0.8224675,0.97933245,0.65605235,0.3951856,0.46422905,0.12292891,0.34704113,0.35453105,0.10074099,0.36509532,1.0,0.37046978,0.28886664,0.32909387,0.36434343,0.0050150454,0.8680446,0.38293833,0.0,0.86486506,0.4153336,16
./dataset-for-classification/garudasana/a62fb61c2b597656fe17341b8ef1b003eff12225a21354ec637aac9e4215a214.png,0.52416354,0.025568172,1.4850348,0.6394052,0.0,0.9751071,0.40892184,0.0018939376,1.4565755,0.79553914,0.011363633,0.7649924,0.25278807,0.010416672,0.8871672,1.0,0.18276516,0.16215894,0.0,0.15530303,0.21579672,0.76579916,0.3229167,0.42019558,0.37918216,0.24905306,0.18593451,0.4758364,0.18181819,0.29248238,0.4572491,0.14299244,0.2570276,0.71375465,0.45359847,0.22157075,0.12639406,0.47348484,0.12574524,0.54275084,0.721591,0.11416029,0.8884758,0.6685606,0.21654995,0.5018587,0.9962121,0.23722245,0.50557625,1.0,0.35106477,27
./dataset-for-classification/salamba-bhujangasana/5275c65e7883ec4583133da9fe5714371356920dde30d0791b562f30f5ba3a5e.png,0.0,0.041474655,0.44416967,0.0,0.0,0.538884,0.0,0.0,0.41969362,0.07155635,0.087557584,1.0232747,0.07692308,0.089861736,0.61853266,0.1350626,0.343318,0.37277818,0.12790696,0.29723504,0.11576612,0.27996424,0.7142857,0.5710528,0.2647585,0.72119814,0.12573977,0.15563506,0.9470046,0.2898017,0.13774598,0.99999994,0.06011934,0.381932,0.8202764,0.10191678,0.3881932,0.70276505,0.11309723,0.6923077,0.9170508,0.053106163,0.77280855,0.80414736,0.1613525,0.9999999,0.85944694,0.15130053,0.9955276,0.8640552,0.19345622,47
./dataset-for-classification/purvottanasana/77b52cf7a8363068b852d5ba9ec81aa830c9d45a9b2f12984cf82089b981291d.png,0.88672864,0.3212766,0.16736278,1.0,0.036170222,0.15349703,0.953508,0.0,0.42772415,0.9459003,0.12553191,0.56661123,0.94759095,0.12765956,0.6680261,0.827557,0.18297872,0.045357585,0.8419273,0.085106395,0.21434388,0.84530854,0.56170213,0.6866356,0.8436179,0.5659575,0.687016,0.85291636,0.99999994,0.5338893,0.8233305,0.80425537,0.9387057,0.5773457,0.31702128,0.08459266,0.54099745,0.16170216,0.12711062,0.25105667,0.5297873,0.3939072,0.24344885,0.5319149,0.49826843,0.0,0.97446805,0.13419004,0.004226543,0.9978724,0.26611757,45
./dataset-for-classification/parsva-bakasana/bc3f16cb52e45c7a3e01faac6c07658a552cc9c10fc6660eb9f5e291a7e3a58a.png,0.77843606,0.59029126,0.18006864,1.0,0.0,0.13556571,0.6741707,0.09708741,0.19437149,0.97748804,0.021359265,0.072993845,0.98222756,0.019417524,0.041582845,0.6469194,0.1572816,0.28557804,0.6445497,0.17475733,0.34602076,0.55450237,0.6213592,0.5449522,0.55450237,0.61747575,0.64515334,0.5509479,1.0,0.3348324,0.5497631,0.9980583,0.49073142,0.714455,0.47766992,0.030977061,0.94194305,0.49126223,0.08134522,0.20260662,0.46407774,0.097579606,0.5568721,0.59611654,0.11640469,0.0,0.54368937,0.15706968,0.0,0.5398059,0.10948766,40
./dataset-for-classification/bakasana/f5ba82aba825351df507628940f718a9f8413acf0a4017c762b401db69466133.png,0.046511635,0.52167183,1.3120167,0.010733455,0.4891641,1.0450331,0.0,0.49845207,0.47293517,0.067978546,0.38854498,1.9171915,0.071556345,0.38699692,1.2190533,0.23434709,0.3003096,0.13210906,0.2808587,0.44272447,0.12323995,0.54203945,0.70743036,0.79465616,0.55098397,0.7012384,0.3277678,1.0,0.40712076,0.21990323,0.964222,0.41331267,0.13265467,0.8801432,0.0,0.08950468,0.94812185,0.029411763,0.040282633,0.4543829,0.45201236,0.3763839,0.45617175,0.4628483,0.30166954,0.7191414,1.0,0.47799557,0.669052,0.90092885,0.21976998,11
./dataset-for-classification/parivrtta-trikonasana/c878799f510559a0a0e4b14f2235c6461ff70cba99aec4df1db4ca840b8044f7.png,0.75644696,0.5945946,0.26015833,1.0000001,0.46314496,0.2824179,0.7936963,0.6425061,0.067477815,1.0000001,0.5061425,0.050851695,0.8997134,0.6388206,0.081059605,0.7936963,0.38820636,0.61030084,0.7965615,0.38820636,0.68849343,0.7922636,0.8083538,0.7514848,0.8108882,0.18673219,1.2737234,0.83524346,0.0,1.3331592,0.83524346,0.0,1.6071852,0.3409742,0.46805894,0.21901852,0.43266478,0.44963145,0.24086677,0.21919769,0.7371008,0.5472832,0.56733525,0.7407863,0.6919613,0.0,0.97051597,0.4661125,0.73925495,1.0,0.3750102,39
./dataset-for-classification/mayurasana/4bda84512b57d2d2040c55209b6b4c0f5660f854f2f0e29dca998ad9cb10a9d4.png,0.09722209,0.8982457,0.7382262,0.02314806,0.85614026,1.3803355,0.0,0.8736843,0.7877389,0.16203666,0.7578949,0.7295178,0.15740728,0.76140356,0.45146057,0.6064811,0.5596491,0.3236404,0.59722185,0.77543867,0.10992492,0.82407403,1.0,0.30333924,0.6712961,0.9350878,0.6643571,0.10648131,1.0,0.20490497,0.10648131,0.9859649,0.28965113,1.0,0.6263157,0.07194551,0.44444394,0.622807,0.13772634,0.61574054,0.5596491,0.20294423,0.29629588,0.0,0.08400673,0.9490738,0.28947368,0.16401902,0.10648131,0.9789473,0.08948367,35
./dataset-for-classification/salamba-sarvangasana/7550242ef3450d435cbc445e4bf27ad83995808465852ca444a01bc8670b77a3.png,0.072398216,0.8200932,0.78511584,0.0045248866,0.84345776,0.9123961,0.0,0.8469625,1.4686896,0.013574675,0.99999994,0.2496471,0.013574675,0.9544391,0.32403612,0.30995476,0.9544391,0.08975029,0.36425343,0.99999994,0.086604685,0.46832582,0.0,0.3364271,0.56787336,0.64485973,0.13239233,0.7217195,0.78037363,0.3458073,0.723982,0.7768691,0.43230185,1.0,0.99999994,0.11044202,1.0,0.99999994,0.06550745,0.44117644,0.0035046935,0.20445989,0.4298642,0.007009387,0.42601055,0.545249,0.6658878,0.27593136,0.54751134,0.67056066,0.22061643,48
./dataset-for-classification/urdhva-mukha-svanasana/f3187d111356db0beb9f44ab32a60cc6c80304a7d2be1aa9ca3851e54abcde02.png,0.0058139265,0.035919532,1.1475612,0.25581396,0.015804596,1.1829457,0.10465115,0.0,0.49323562,0.63372093,0.09339081,1.141514,0.6511628,0.09195402,0.6254938,0.5813953,0.28304598,0.20472984,0.3313954,0.26867816,0.0906216,0.5755815,0.60344833,0.14734676,0.0,0.43247128,0.03960913,0.5813953,0.90660924,0.1681871,0.627907,0.8706897,0.03890059,0.45930237,0.8764368,0.013008106,0.877907,0.83045983,0.01371756,1.0,0.99999994,0.025446108,0.3313954,0.6623563,0.04308504,0.6627907,0.85057473,0.0672156,0.13372087,0.7974138,0.031577386,62
./dataset-for-classification/virabhadrasana-iii/f2fe2486372ec29ae5b471f125e9ab679a712d23948a9d3776e0f4bee888f776.png,0.20896861,0.13553117,0.75952274,0.20717487,0.10073264,0.6553693,0.19282511,0.106227115,0.55184114,0.26636773,0.020146534,0.4961674,0.26905835,0.0,0.5523427,0.3058296,0.04761906,0.37720937,0.30762333,0.08241761,0.15155162,0.12914798,0.06593409,1.3647838,0.78834087,0.106227115,0.52893233,0.0,0.007326022,1.0812774,0.5112108,1.0000001,0.24101669,0.54798216,0.106227115,0.25942025,0.5704036,0.102564126,0.14754933,0.5533632,0.6135532,0.40815368,0.7847534,0.10989012,0.68513453,0.994619,0.043956056,0.5093224,1.0,0.045787558,0.4195875,77
./dataset-for-classification/virasana/dfcc33697992ff1c93fb80b8799b1876ffccac9d87bad51837f3096b7bc8ccc4.png,0.27724358,0.036312863,3.0418599,0.2628205,0.00093111396,1.7925003,0.23237184,0.0,5.5658774,0.049679518,0.016759783,0.78675777,0.05288461,0.017690882,1.6677856,0.12820515,0.26629424,0.17643112,0.0,0.26815644,0.33619007,0.27724358,0.5679703,0.33034462,0.16346154,0.5837989,0.24967557,0.6746795,0.73277473,0.48877922,0.65865386,0.7551211,0.14924578,0.13782051,0.6703911,0.061908633,0.011217952,0.83985114,0.028581608,1.0,0.8854749,0.054754075,0.5817307,0.9227189,0.06039856,0.05929488,1.0,0.035702664,0.7339742,0.91713226,0.06835476,78
./dataset-for-classification/bakasana/321197f63fb78528f8c531d8f9d832ce1ebab6ea6eea65e92ffb940723563c8a.png,0.041606896,0.7496251,0.9389203,0.0,0.72113943,0.6517626,0.0129124895,0.7406297,0.4269412,0.037302725,0.6086956,1.3356105,0.041606896,0.60569704,1.1446174,0.1979914,0.5097451,0.15646732,0.18794838,0.48725632,0.14688987,0.5581062,0.7721139,0.5588631,0.5609756,0.7706146,0.26980516,0.90674317,0.40779606,0.39465943,0.5667145,1.0,0.15000497,0.7044477,0.0,0.03455384,0.72596854,0.041979,0.059227675,0.5423243,0.56671655,0.32022268,0.56527984,0.54422784,0.17373203,0.9540889,0.4227886,0.1167268,1.0,0.46626678,0.11683636,11
